id,char_value,int_value,animal_id,tag_id
22a15513-3bdf-4393-b959-91e81bfec4e6,,0,e7881883-ad23-45b4-9d6f-d1ab18c297d9,f04f581a-d34c-4a62-8b0d-5d3efbbb19a3
3fe2a199-ef22-4e6c-8ade-8ccee1e6faa4,,0,db8e96cd-8a53-43b8-a241-6cebe548edc1,f04f581a-d34c-4a62-8b0d-5d3efbbb19a3
971bbec4-21bf-4a59-a2f6-3526540c7b4e,,0,f068c0bd-12be-4798-b721-3fecbfd6f223,f04f581a-d34c-4a62-8b0d-5d3efbbb19a3
dd2565a2-7f30-4df1-9914-4ddeb149ced3,,0,f161da6c-1ac0-4ae0-a5ac-6a2e60cf25dd,f04f581a-d34c-4a62-8b0d-5d3efbbb19a3
85ef2016-d6b6-41e6-b1f5-1565a0d7572f,,0,c26a3485-77a8-4cc6-a174-9888a89537e1,f04f581a-d34c-4a62-8b0d-5d3efbbb19a3
18241b38-def7-445e-8cd8-afd0ae234db4,,0,a3c8002c-90b9-4997-a3ec-44db850810d2,f04f581a-d34c-4a62-8b0d-5d3efbbb19a3
3fb4f745-9c4d-470b-ba64-f70f666d1dcd,,0,54e8cc83-b361-481e-a243-c7da1171c9f1,f04f581a-d34c-4a62-8b0d-5d3efbbb19a3
6e6325a2-9cd8-43f3-bdff-e36db2e62d1c,,0,5776f066-a82c-4f55-99be-d1e3be638c19,f04f581a-d34c-4a62-8b0d-5d3efbbb19a3
23651498-c03f-4af5-9c2f-bb1f0bc3f83a,,0,5f093683-cd91-483a-9d7c-0a85462dcb21,f04f581a-d34c-4a62-8b0d-5d3efbbb19a3
3888b372-69dc-4832-884e-3264e849afba,,0,41bc9ba9-2733-4772-817d-d6c5e9bf2da9,f04f581a-d34c-4a62-8b0d-5d3efbbb19a3
cad89782-37af-4588-a4c9-099843b3600e,,0,450110bf-06d1-4305-a82c-0dcdff2f8125,f04f581a-d34c-4a62-8b0d-5d3efbbb19a3
d69eeb55-5773-4254-9ad4-e54cb25a8d01,,0,b6f9888b-3cdd-4836-9eaf-8547b5545a71,f04f581a-d34c-4a62-8b0d-5d3efbbb19a3
130d0494-613d-45cb-9373-bc764e8d6004,,0,9bf75b6b-81c9-491a-92eb-117622af2596,f04f581a-d34c-4a62-8b0d-5d3efbbb19a3
0b6df092-30a2-4c53-8874-1474b4489934,,0,7f2ed266-5e35-4217-b200-c4c24f9a5b81,f04f581a-d34c-4a62-8b0d-5d3efbbb19a3
612d5fc0-978a-44a5-b700-8d423d81eb56,,0,20683aca-2a94-4fbf-aa99-4938547710ca,f04f581a-d34c-4a62-8b0d-5d3efbbb19a3
ac67d484-f3d2-4b1a-b874-b3c1fa26f770,,0,1214fada-f7ac-49f6-9fee-05ef8a6656d6,f04f581a-d34c-4a62-8b0d-5d3efbbb19a3
2ade9bad-0dc3-4a6f-9fde-730b40d17977,,0,8647de4f-acec-43b4-b80a-7d367b40d2d1,f04f581a-d34c-4a62-8b0d-5d3efbbb19a3
ef1cc29c-07bf-4d5b-9b88-1aa48d7bc3b0,,0,4bfe6032-bbe1-485e-8b29-2aa4a92ee6f1,f04f581a-d34c-4a62-8b0d-5d3efbbb19a3
c2a3e562-6a05-45dd-953d-29e46777df46,,0,ce4d4f46-2b0a-4a6e-9ab5-679659c5557a,f04f581a-d34c-4a62-8b0d-5d3efbbb19a3
e8f569db-54b5-4207-8d3a-7303a75a54f9,,0,85dba3b1-819b-4c61-b64c-9584d64f9236,f04f581a-d34c-4a62-8b0d-5d3efbbb19a3
c7d35966-c7f1-4ad2-b43a-ad614edf70db,,0,0543830f-d978-435f-a6d2-3affb01aa83c,f04f581a-d34c-4a62-8b0d-5d3efbbb19a3
01117b00-9bd0-43c7-8923-343bb15bcfe8,,0,c8e42b20-ae5c-4776-8eed-8b0bf6db4837,f04f581a-d34c-4a62-8b0d-5d3efbbb19a3
3d117f7a-5fdb-4be7-b8a9-7cea5cc9d662,,0,21d3b7c7-03e3-4738-a154-50b6eb3355c0,f04f581a-d34c-4a62-8b0d-5d3efbbb19a3
27ba4bbb-519a-4056-a95c-23e3fa762d8b,,0,affc71e8-ae23-49d1-b03c-15f85d55cb0a,f04f581a-d34c-4a62-8b0d-5d3efbbb19a3
a1bd4bc5-ec6e-459a-bf4a-13c7755b7d65,,0,de3527e5-ed46-41e0-9fb8-0166a9e21fe6,f04f581a-d34c-4a62-8b0d-5d3efbbb19a3
c9643046-4fa0-431e-a59d-9022b716c42b,,0,c6606413-32f6-48c4-bd0c-e975206ecfa6,f04f581a-d34c-4a62-8b0d-5d3efbbb19a3
ad40fba4-f70a-4103-ad39-31e6b9ca8796,,0,7f50ed19-0295-441d-be5c-b231333ed4df,f04f581a-d34c-4a62-8b0d-5d3efbbb19a3
5b1ecf63-04bb-47a9-b566-69166deb6bc0,,0,2990acf6-d45e-490e-a3c3-cf58884af2ab,f04f581a-d34c-4a62-8b0d-5d3efbbb19a3
805e4792-71c1-4a98-b878-9877dd4b2459,,0,62b6642f-bab9-4187-baa2-c34c32f0da99,f04f581a-d34c-4a62-8b0d-5d3efbbb19a3
6267b580-eb4d-45c6-b647-153286951345,,0,94e6e067-695a-4884-b9f2-ccd1b6d78a72,f04f581a-d34c-4a62-8b0d-5d3efbbb19a3
7582ec4f-0bdd-4dd7-abc4-435e44e78d57,,0,75b8502a-448c-4253-8ac7-12128953c367,f04f581a-d34c-4a62-8b0d-5d3efbbb19a3
f6e03946-b654-4fd3-ba0a-ed7e79dc2afb,,0,7d499dfe-a781-423e-b384-770d65785fe4,f04f581a-d34c-4a62-8b0d-5d3efbbb19a3
2576eafa-c5d9-4e7a-8177-cd86db8c9281,,0,9cdda4fd-c9b4-45b3-8ec7-ec1551598f99,f04f581a-d34c-4a62-8b0d-5d3efbbb19a3
12e1c7ae-47bd-44d2-9e91-8b406904ccc6,,0,10675540-984d-4638-a65f-c875e78dd191,f04f581a-d34c-4a62-8b0d-5d3efbbb19a3
93faa181-9a41-4614-89cd-6664be778b13,,0,8f32d77c-b2e8-4b8a-9bcc-9fc078370e3f,f04f581a-d34c-4a62-8b0d-5d3efbbb19a3
2f4d8109-75ca-49c8-a3ad-2a646aa99ed8,,0,10fc5193-b249-4c70-9526-c316b8991d10,f04f581a-d34c-4a62-8b0d-5d3efbbb19a3
eb248d18-39ef-4956-8794-72a13e794c3d,,0,5b692764-0f74-40af-8f63-279d4d99a4f7,f04f581a-d34c-4a62-8b0d-5d3efbbb19a3
c9e431bb-fcd9-484a-846e-8c88b6f3a404,,0,7a6f5768-be48-4a27-a956-c1582edef8bd,f04f581a-d34c-4a62-8b0d-5d3efbbb19a3
911956cb-20bc-4478-becb-383347d8d663,,0,aaef8b89-3f92-4e01-af76-a83fcecfe24d,f04f581a-d34c-4a62-8b0d-5d3efbbb19a3
e066e2b5-02ad-437a-b81f-141b60340c3a,,0,bd6b975e-0547-43f2-9e62-c8459e257806,f04f581a-d34c-4a62-8b0d-5d3efbbb19a3
d31e500d-989f-4e05-b84b-17896a1b2a9d,,0,b036f307-872d-442c-b59b-a9ff98733ced,f04f581a-d34c-4a62-8b0d-5d3efbbb19a3
4cd08058-647f-4c14-a168-b21334097a31,,0,d87278e0-1e2b-4a28-8d73-9af8b7303792,f04f581a-d34c-4a62-8b0d-5d3efbbb19a3
a489898f-bcba-406a-a877-f92eecb9c77f,,0,22a008b4-b9bd-45de-a1e6-3c3f9d0d67a1,f04f581a-d34c-4a62-8b0d-5d3efbbb19a3
22a7b49f-db8b-429d-a2e2-95e52f913408,,0,b299fe63-d3b1-4679-9697-3f264bd6a42f,f04f581a-d34c-4a62-8b0d-5d3efbbb19a3
3267b246-f9d1-45da-9575-b7986781be26,,0,65f487a5-84e6-477b-a155-72076465193a,f04f581a-d34c-4a62-8b0d-5d3efbbb19a3
bdd2a7d9-7f90-46a0-91af-db51397df5f1,,0,b8fef6d0-3114-4471-8203-fe0b324cf97b,f04f581a-d34c-4a62-8b0d-5d3efbbb19a3
64dfc43f-c1c5-4fba-bc78-7a65d18e4d96,,0,5827ff23-bbd1-48c7-a099-84122d168ac7,f04f581a-d34c-4a62-8b0d-5d3efbbb19a3
8b384298-6b93-4426-bc96-a4c8f97e8b81,,0,4deda364-678c-48ea-829a-a5c262f8083a,f04f581a-d34c-4a62-8b0d-5d3efbbb19a3
b69ac859-3ac1-40f3-8437-bc1790c32bc7,,0,2cc23a10-8a6c-4815-81e9-5c71c7a77914,f04f581a-d34c-4a62-8b0d-5d3efbbb19a3
